id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
135237,4582,Yu-Gi-Oh! The Falsebound Kingdom,NULL,2002-12-05 00:00:00.000,2,NULL,46.0000,1,63.0000,1
135480,170012,Ice Climber-e,NULL,2002-11-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
135679,5975,Otogi: Myth of Demons,NULL,2002-12-12 00:00:00.000,1,NULL,77.0000,2,NULL,NULL
135802,43296,Monopoly Party!,NULL,2002-12-11 00:00:00.000,NULL,NULL,NULL,NULL,46.3289,0
136481,140700,Pink Panther: Pinkadelic Pursuit,"One Christmas day, Pink Panther is heading toward the mansion of his late uncle. It is said that there is a treasure hidden somewhere in the mansion. As the inheritor of the mansion, Pink set out to find the treasure as soon as he steps into the mansion. He soon finds out that the treasure is locked inside a safe; the keys of which can be obtained by exploring the ""rooms"" (probably the places/enemies that Uncle Pink previously explored/defeated) in the mansion. Now it up to Pink Panther to retrieve all the keys to the treasure!",2002-11-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
136764,6484,Justice League: Injustice for All,NULL,2002-11-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
137376,6298,Ace Lightning,NULL,2002-10-25 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
137608,63703,Densha de GO! Professional 2,NULL,2002-10-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
138044,147882,Pixeline: og Kong Gulerod,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
138216,72858,Melty Blood,NULL,2002-12-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
138735,145553,Tir-nan-óg III,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
138928,50245,Project Nomads,NULL,2002-09-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
139001,4577,X-Men: Next Dimension,NULL,2002-10-15 00:00:00.000,1,NULL,30.0000,1,58.0995,6
139213,49185,DemiKids: Light Version,NULL,2002-11-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
139453,178221,Boku Yume No Tatsujin,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
139772,926,Unreal Tournament 2003,NULL,2002-10-01 00:00:00.000,34,NULL,NULL,NULL,84.1250,95
139930,1470,Kururin Paradise,NULL,2002-12-06 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
140085,18056,Breath of Fire: Dragon Quarter,NULL,2002-11-14 00:00:00.000,5,NULL,NULL,NULL,86.8110,12
140264,78642,Konami Collector's Series: Castlevania & Contra,NULL,2002-11-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
140296,324,Age of Mythology,"Like many other real-time strategy games, Age of Mythology is based on defeating enemy units and towns, building your own units and towns, and training villagers and fighters. In this way, players are able to defeat and conquer rival towns and civilizations. Players advance their tribe through four ""Ages"": starting in the Archaic Age, the player may upgrade to the Classical Age, the Heroic Age, and finally, the Mythic Age. Each upgrade to a higher Age unlocks new units and technologies for the player, which strengthens their settlement. However, upgrading requires a sum of resources to be paid and a certain prerequisite building to be constructed. 
 
There are three playable cultures in Age of Mythology: the Greeks, Egyptians, and Norse. Each culture has three ""major gods""—important deities such as Ra, Zeus, or Odin. The player chooses their major god before the game begins. Every time a player advances to the next age, a ""minor god"" is selected. Minor gods are slightly less significant historically than their major counterparts. Some minor gods include Bast and Aphrodite. All gods grant the player unique technologies, myth units, and a unique ""god power""—A one-time special ability that can either damage an opponent, or benefit the player that uses it.",2002-10-30 00:00:00.000,135,NULL,75.6667,3,81.8604,340
140357,43644,Fighter Maker 2,NULL,2002-12-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
140368,13785,Spells of Gold,NULL,2002-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
140384,65166,Captain Tsubasa: Ougon Sedai no Chousen,NULL,2002-09-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
140399,1105,Metroid Prime,NULL,2002-11-17 00:00:00.000,247,NULL,95.0000,4,92.1648,555
140423,63138,Sexy Hiking,NULL,2002-12-31 00:00:00.000,7,NULL,NULL,NULL,NULL,NULL
140428,5811,Deathrow,NULL,2002-10-18 00:00:00.000,1,NULL,92.0000,1,NULL,NULL
140539,11672,Yu-Gi-Oh! The Eternal Duelist Soul,NULL,2002-10-15 00:00:00.000,2,NULL,NULL,NULL,71.7078,8
140555,49314,Army Men: Turf Wars,NULL,2002-10-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
140676,22063,Sudden Strike 2,NULL,2002-12-31 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
141117,3807,Beyblade: Super Tournament Battle,"In the game the player creates a blader and their own Beyblade and competes in a Beybalde tournament to become the best Blader. While Kai is the main character in the game with your Blader, Tyson and Ray are in supporting roles.",2002-12-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
141126,43303,Tokyo Road Race,NULL,2002-12-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
141676,4192,Swingerz Golf,NULL,2002-10-23 00:00:00.000,NULL,NULL,NULL,NULL,45.0000,1
141724,19884,DemiKids: Dark Version,NULL,2002-11-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
142275,67650,Mini Golf Master 2,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
142595,5134,Rygar: The Legendary Adventure,NULL,2002-11-12 00:00:00.000,1,NULL,80.0000,2,70.0478,5
142621,1322,Ty the Tasmanian Tiger,"G'day mate! Things can be a bit confusing at times, so let me remind you what's going on... 
You are TY, the last of the Tasmanian Tigers. Raised by a family of Bilbies, you can only vaguely recall your real parents. You've always thought that all the other Tassie Tigers died a long time ago. 
 
But then the Bunyip Elder found you, and told you that your family is alive, but trapped in the Dreaming. Now hold your horses... don't get upset... you see they're not stuck there forever, if you're up for a bit of an adventure! 
You see, deep in the Outback, there's this kind of glowy portal thing that is a doorway to the Dreaming. And around that portal there are some carvings in the rock, where five ancient mystical Talismans used to lay. Now, all you have to do is find the five Talismans, put them in the carvings, and the portal to Dreaming will open! 
 
Now, before you go off like a frog in a sock, there's just this one SMALL problem. You see there's this evil cassowary - Boss Cass - who's also after the Talismans. Yes. THAT Boss Cass. The one that trapped your family in the Dreaming in the first place, and told the school board to remove all the meat pies from the tuck shops. And if you didn't think that made him enough of a megalomaniac, he's ALSO trapped a whole bunch of your Bilby mates in cages all across the outback... something about overdue library books... Anyways, if you want to open the portal, you'll have to beat him and his henchmen to the Talismans! 
 
Don't worry though, you won't be alone! You'll have a bunch of friends to help you along the way, including me - your old mate, Maurie. Now let's get down to brass tacks, find those Talismans, and rescue your family!",2002-10-09 00:00:00.000,8,NULL,60.0000,2,79.5431,17
143002,18327,ZanZarah: The Hidden Portal,NULL,2002-12-18 00:00:00.000,3,NULL,NULL,NULL,77.3507,9
143035,13894,Time Crisis 3,NULL,2002-12-31 00:00:00.000,3,NULL,80.0000,1,66.1810,13
143173,43635,Lupin the 3rd: Treasure of the Sorcerer King,NULL,2002-12-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
143374,11381,Cultures: Northland,NULL,2002-10-01 00:00:00.000,1,NULL,NULL,NULL,80.0000,3
144165,331,RollerCoaster Tycoon 2,NULL,2002-10-15 00:00:00.000,50,NULL,60.0000,2,82.6776,119
144382,70442,Dinotopia: Game Land Activity Center,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
144985,6478,Jimmy Neutron vs. Jimmy Negatron,NULL,2002-09-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
145303,81497,Game & Watch Gallery 4,NULL,2002-10-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
146241,3941,Harry Potter and the Chamber of Secrets,"The plot follows Harry's second year at Hogwarts School of Witchcraft and Wizardry, during which a series of messages on the walls of the school's corridors warn that the Chamber of Secrets has been opened and that the heir of Slytherin would kill all pupils who do not come from all-magical families.",2002-11-08 00:00:00.000,59,NULL,NULL,NULL,72.8833,199
146405,4583,Zapper: One Wicked Cricket!,"uring a squabble over television, Zapper tries to use his brother Zipper (a grub) as a substitute TV antenna. Zipper is snatched away by an infamous thieving magpie, Maggie, who leaves an egg at the scene of the crime. Unfortunately, much to his dismay, Zapper sets off and determines to rescue his brother and turn Maggie into a jailbird. At the end of the game, Zapper gets Zipper back after defeating Maggie, and finally sets him up as a substitute TV antenna, just in time to watch TV by himself.",2002-10-09 00:00:00.000,NULL,NULL,50.0000,2,NULL,NULL
146506,162619,Operation Flashpoint: Game of the Year Edition,"Operation Flashpoint, the tactical military combat simulation, is a complex war game. Unprecedented freedom of action integrates squad command, piloting of any vehicle and strategic decision-making, to an immersive effect.

Penetrating ever deeper into million-selling Operation Flashpoint: Cold War Crisis territory, comes Operation Flashpoint: Game of the Year Edition. Now raw recruits to the Flashpoint taskforce can lock and load for the impending conflict with just one complete package.

The award-winning game is fully loaded with every upgrade, add-on and expansion, including all vehicles, weapons and extra campaigns released to date.

As close to war as you ever want to get. Stealth, tactics or all-out assault - deliver liberation in Campaign, Single Mission or Multiplay modes. Take command of a squad - or just cover your own back. Stay alive and be victorious.",2002-11-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
146797,78017,The Flintstones in Viva Rock Vegas,NULL,2002-12-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
146829,186462,Ganbare Goemon: Dosukoi! Harite Ichiban,"The Goemon's companion, Yae, has joined with ""Hearts"", go said to be hidden ""Zubari"" calling ""The Caves of the Heart"", but the cave was submerged. So Yae's new technique ""Martial arts change technique"" comes in!",2002-12-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
146833,186463,Ganbare Goemon: Hijutsu! Sansuu Juku,NULL,2002-11-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
147030,6039,Sega GT 2002,NULL,2002-09-03 00:00:00.000,NULL,NULL,NULL,NULL,68.4081,7
147099,43938,Aces of the Air,NULL,2002-10-26 00:00:00.000,NULL,NULL,36.0000,1,NULL,NULL
147100,43931,All Star Racing,NULL,2002-11-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
147170,13901,Ninja Assault,"Once upon a time, in feudal Japan, a seemingly endless war had broken out. And now, the demon shogun Kigai has kidnapped Princess Koto as a sacrifice for his resurrection. But two ninja (named Guren and Gunjo) have arrived as humanity's last hope. Together they travel the demon-infested country to find Kigai, stop him from sacrificing Princess Koto, and save her at all costs. And thus a new war had spawned, humanity versus the demon race.",2002-09-09 00:00:00.000,NULL,NULL,50.0000,1,NULL,NULL
147337,6212,Total Immersion Racing,NULL,2002-11-01 00:00:00.000,1,NULL,NULL,NULL,71.3667,9
147553,6195,The Terminator: Dawn of Fate,NULL,2002-09-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
147899,71690,Activision Anthology,"Activision Anthology is a collection of classic Atari 2600 titles as well as extra items including new gameplay modes for each game, trivia, originally released patches/updates, 3D views of the cartridges, the original manuals and much more. The game comes with licensed eighties music tracks. It contains 45 games.

The content is quite similar to Activision Hits Remixed (PSP), but unlike the GBA version and Activision Anthology: Remix Edition (PC/Mac), it doesn't include the homebrew titles. The following games are included:

Atlantis
Barnstorming
Beamrider
Boxing
Bridge
Checkers
Chopper Command
Commando
Cosmic Commuter
Crackpots
Decathlon (The Activision Decathlon)
Demon Attack
Dolphin
Dragster
Enduro
Fishing Derby
Freeway
Frostbite
Grand Prix
H.E.R.O.
Ice Hockey
Kabobber (previously unreleased)
Kaboom!
Keystone Kapers
Laser Blast
Moonsweeper
Megamania
Oink!
Pitfall!
Pitfall II: Lost Caverns
Plaque Attack
Pressure Cooker
Private Eye
River Raid
River Raid II
Robot Tank
Seaquest
Skiing
Sky Jinks
Space Shuttle
Spider Fighter
Stampede
Starmaster
Tennis
Thwocker (previously unreleased)",2002-11-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
148372,14733,World Soccer: Winning Eleven 6 Final Evolution,NULL,2002-10-25 00:00:00.000,5,NULL,NULL,NULL,70.1530,16
148495,22068,Links 2003,NULL,2002-10-01 00:00:00.000,NULL,NULL,70.0000,1,NULL,NULL
148531,9890,Phantasy Star Online Episode I & II,"From the GameCube back cover:
""The Darkness has Returned

The planet Ragol is once again in peril. New character classes and weapons are at your disposal, but only your skills as a Hunter will keep you alive. Brave the depths of evil alone, or enlist the aid of three other Heroes in split-screen play. Once you have conquered the darkness, go online and take your experience to the next level. However you choose to play, know this: Evil has returned to Ragol, and a new adventure awaits.""",2002-09-12 00:00:00.000,2,NULL,60.0000,1,53.3918,7
148787,34268,Higurashi no Naku Koro ni: Watanagashi,"The 58th year of Shouwa, early summer.
It’s June, and the summer heat has arrived earlier than it does most years.
By day there are crickets, and by night there are cicadas.

We’re in Hinamizawa, a small village in the countryside.
There are fewer than two thousand people here. But every year, there is an event.

This event is a mysterious death.

On a certain day in June, someone dies, and someone else goes missing.
The series of deaths is connected to the upheaval surrounding the dam construction project.
A murder case that was covered up is being reenacted.
Is it a conspiracy? A coincidence? Or perhaps a curse?

Someone who was supposed to be there isn’t.
Someone who wasn’t supposed to be there is.

Someone who was alive last night is dead now.
And someone who is here right now isn’t alive.

So, there is no way to avert tragedy. There is no choice but to give up.
But don’t give up.

Only you can stand up to this.",2002-12-29 00:00:00.000,NULL,NULL,NULL,NULL,80.0000,3
148832,173420,Tropical America,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149187,4187,Super Bubble Pop,NULL,2002-12-25 00:00:00.000,NULL,NULL,NULL,NULL,38.0000,0
149757,22220,Blade II,NULL,2002-09-27 00:00:00.000,NULL,NULL,40.0000,2,NULL,NULL
149801,3894,Doshin the Giant,NULL,2002-09-20 00:00:00.000,1,NULL,NULL,NULL,49.8591,5
149867,23768,Microsoft Combat Flight Simulator 3: Battle for Europe,NULL,2002-10-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149928,6368,Dave Mirra Freestyle BMX 3,NULL,2002-11-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149940,136803,Phantasy Star Collection,"The plot of the original series focuses around the heroic exploits of the residents of the Algol planetary system as they defend their worlds from the agent of the Profound Darkness, Dark Falz. The main planets the heroes in each game visit in Algol include Palma, Motavia, and Dezoris.",2002-11-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149954,49209,Top Gun: Firestorm Advance,The story is very loosely based on the movie of the same name. The player guides the well known pilot Maverick through a series of realistic training missions to receive graduation from the Top Gun school. The story is advanced in several stills throughout the game.,2002-12-26 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
150120,85569,Defender,"The Swarm Wars have been raging for a while now. Earth has been invaded but, mankind has carved existence into the other colonies looking to help out with the conflict rookie Defender pilot Kyoto joins the Galactic Stargate Authority to protect mankind. But shortly after Kyoto finishes training, the Cydonia Base is attacked by the next swarm of Manti which has had the chance to fortify since the last event. The Manti push the GSA back to the far end of the Solar System, and begin to wipe the humans away forever. Kyoto will have to be dispatched on vital missions by the Battleship Memory, receive criticism from Colonel Adams, and learn more about the Manti from Dr. Mudo, to defeat the second alien swarm.",2002-11-03 00:00:00.000,NULL,NULL,NULL,NULL,52.0000,1
150140,150104,Defender,"The Story of Defender GBA is mainly focused on the arrival of the second Manti Swarm, as well as the inavsion of Earth. And the founding of Cydonia Base Mars. The player flies as an unidentified member of the GSA, attemting to help the GSA evacuate mankind from Earth and move them to other parts of them galaxy. The player's ultimate goal is to keep mankind safe as they prepare to attack the next swarm.",2002-11-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
150277,49559,Chocobo Land: A Game of Dice,The game is similar to Monopoly or even Fortune Street: The player has a certain amount of crystals that can be used to buy creatures to place on the board to increase the value of the space it is placed on. The player wins by accumulating the goal number of crystals and returning to the start panel.,2002-12-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
150279,159319,Tomb Raider II: Collector's Edition,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
150340,78590,Disney Sports Football,NULL,2002-12-08 00:00:00.000,NULL,NULL,NULL,NULL,46.0000,1
150524,3903,Egg Mania: Eggstreme Madness,NULL,2002-09-11 00:00:00.000,NULL,NULL,NULL,NULL,41.0000,0
150553,24082,Beam Breakers,NULL,2002-10-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
150600,5998,Rally Fusion: Race of Champions,NULL,2002-11-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
150607,4194,Taz: Wanted,NULL,2002-09-17 00:00:00.000,1,NULL,NULL,NULL,84.6758,13
150612,4186,Summoner 2,"The game takes place 20 years after the previous. Halassar, a province in the Empire of Galdyr, distant from the kingdoms of Medeva and Orenia, was foretold as the birthplace of the Goddess Laharah Reborn. The priestesses of Laharah declared Maia as the goddess when she was an infant and armies rose up in Maia's name, led by the Emperor's brother Prince Taurgis, making Halassar independent from Galdyr and Maia, the Queen of the Halassar Empire. 
 
Traveling with her is Sangaril, an orphan trained by the Shadow Clan assassins of the Munari, who was sent to kill Maia as a child, but instead became her sworn bodyguard. While reclaiming the Book of Prophets from the Halassar Palace traitor Dama Sivora, Maia activates a rune stone embedded in the pirate island stronghold of Prince Neru, on the Isle of Teomura, gaining the ability to transform into one of the 4 Summons. After recovering the Book of the Prophets and returning to the Palace she learns more about her destiny.",2002-09-23 00:00:00.000,1,NULL,62.0000,3,NULL,NULL
150636,139343,The Document of Metal Gear Solid 2,NULL,2002-09-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
150639,5868,Dark Angel,NULL,2002-11-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
150640,8108,Pink Panther: Pinkadelic Pursuit,NULL,2002-11-15 00:00:00.000,9,NULL,NULL,NULL,66.6798,25
150662,2686,Star Fox Adventures,"Fox Mccloud investigates a planet on the edge of the Lylat System called Dinosaur Planet, which is falling apart. On the planet's surface, he comes across a magical staff, which becomes his sole weapon. He learns from the Queen of the EarthWalker Tribe that General Scales has stolen the Spellstones from the planet's two Force Point Temples. To prevent the planet from breaking up further and restore it to its original unity, Fox must restore the Spellstones to the temples, with the help of the Queen's son, Prince Tricky. As Fox retrieves the Spellstones, he discovers that he must also retrieve Krazoa Spirits to repair the planet, and save the life of another.",2002-09-22 00:00:00.000,23,NULL,60.0000,2,71.6868,69
150717,47320,SeaBlade,NULL,2002-12-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
150789,68735,Disney-Pixar's Monsters Inc.: Pinball Panic,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
150809,904,Tiger Woods PGA Tour 2003,NULL,2002-10-27 00:00:00.000,1,NULL,NULL,NULL,49.0000,1
150821,808,NBA Live 2003,NULL,2002-10-07 00:00:00.000,4,NULL,NULL,NULL,75.3393,12
150843,49193,Altered Beast: Guardian of the Realms,NULL,2002-12-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
150853,20266,NBA ShootOut 2003,NULL,2002-10-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
150859,43329,Sub Rebellion,NULL,2002-11-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
150869,47338,Slam Tennis,NULL,2002-09-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
150908,43335,FIFA 2003,NULL,2002-12-14 00:00:00.000,1,NULL,NULL,NULL,74.4874,11
150935,71296,Monopoly 3,NULL,2002-09-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
150939,4233,Whirl Tour,NULL,2002-11-12 00:00:00.000,NULL,NULL,NULL,NULL,40.0000,0
150941,51344,Airline Tycoon Evolution,NULL,2002-10-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
150966,169997,Excitebike-e,NULL,2002-09-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
150986,1672,Panzer Dragoon Orta,"The Empire has returned to power, using ancient technology to genetically engineer dragon-like bio-engineered weapons called dragonmares. A young girl, Orta, has lived all her life in a tower in a valley, imprisoned by the nomadic Seekers, who fear she is a harbinger of doom. One night, the Empire attacks the valley with its dragonmares, destroying much of the city. Before the dragonmares can harm Orta, a mysterious dragon appears and eliminates them. 
 
Orta flees the valley on the dragon. Evren, a general in the Imperial Army and leader of the dragonmare squadron, pursues her. She is saved by Abadd, a renegade imperial drone. He flies away and Orta asks the dragon to follow him. In her search, Orta meets Mobo, a friendly but reckless member of the wormriders. Mobo leads Orta through a river valley and a sea of ash to the wormrider village. The imperial fleet attacks the village and Evren's squadron engages Orta, but she and the dragon defeat them. Evren's dragonmare self-destructs and Orta and the dragon fall from the sky. 
 
The wounded dragon carries Orta on foot across a snowy land until its torn wings regenerate. They fend of an attack from a flying predator, but Orta feels remorse when she sees it has children. Abadd reappears and kills the family with a laser volley. He claims to have information about Orta's birth. They descend into the ruins of a tower and access the ancient information network known as Sestren. Orta finds a message recorded by her mother, Azel, saying that she formed using DNA she recovered from a human in Sestren. Abadd explains that he has learnt the secret of drone reproduction and intends to use Orta's body to replicate himself infinitely and conquer the world. Orta defeats Abadd's avatar and discovers that he is heading for the Cradle, an ancient monolithic artifact above the imperial city. She orders Sestren that she be transported there. 
 
Orta and the dragon find themselves in an imperial research facility. After they destroy several experiments, including dragonmare embryos, the facility collapses. They destroy an imperial defense unit and the Emperor dies within the explosion. The Cradle breaks free, destroying several Imperial ships and sending the dragonmares berserk. The wormriders, led by Mobo, attack the imperial fleet at the city, leaving Orta to fly towards the Cradle. 
 
After destroying the last of the dragonmares and the Cradle's shell, a cocoon-like object emerges from the Cradle's core. The cocoon erupts into Abadd's enormous dragon, which Orta and the dragon defeat. The dragon, severely wounded, flies to the ground and dies. The war over, Orta walks towards a mountain range with a baby dragon. 
 
Iva's Story",2002-12-19 00:00:00.000,4,NULL,87.0000,3,81.4766,21
150997,6322,Bionicle: Matoran Adventures,NULL,2002-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
151018,56153,Poinie's Poin,"Poinie lives an idyllic life in Jelly Town, surrounded by strange mood-altering bubbles called ""poin"". After falling into the sewer and joining forces with a mysterious living poin, it's up to Poinie to defend his town from the evil Hellneows and restore the citizens in and around Jelly Town to their rightful senses.",2002-09-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
151041,6683,WWE Road to WrestleMania X8,NULL,2002-11-23 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
151046,20795,TransWorld Snowboarding,NULL,2002-10-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
151047,3674,Shrek: Hassle at the Castle,NULL,2002-10-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
151049,2763,Spongebob Squarepants: Employee of the Month,NULL,2002-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
151071,2653,Hot Wheels Velocity X,NULL,2002-10-16 00:00:00.000,1,NULL,NULL,NULL,43.0000,2
151080,170004,Balloon Fight-e,NULL,2002-09-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
151120,19090,Haven: Call of the King,"The game begins with Vetch (voiced by Steve Tarlow) receiving a transmission from his lieutenant, Overlord (Jason Gregory), who tells him a slave named Haven has been dreaming about the Golden Voice. Rather than kill Haven, Vetch decides to watch him, hoping to turn the situation to his own advantage. Meanwhile, in Virescent Village on the planet Ferra, Haven (Jake Rosewall-Gallagher) is completing his latest invention; a mechanical bird named Talon. Upon finishing, Haven heads to work in the mines. However, upon entering, he sees his friend Chess (Regan Kerwan) being questioned by a guard. The guard tries to shoot Haven, but misses, and causes the mine to collapse, knocking out Haven.

He awakens under the treatment of Dr. Spong (Andrew Silber), who tells him Chess hasn't been seen since the collapse. Setting out to find her, he eventually reaches Darkwater Castle, home of Overlord, who contacts Vetch to tell him Haven has infiltrated the castle, as they planned. Haven watches Overlord interrogate Chess about Haven's dreams. She refuses to tell him anything, and Haven intervenes, killing Overlord and freeing Chess. They escape, and Chess says that while in detention, she heard Overlord mention a wise old slave on the Isle of Heroes. Haven decides he must speak to this slave.

Haven heads to the Isle of Heroes, and meets the Wise Man (Terry Bertram). He tells him of his dreams of a golden bell on top of a mountain, and the Wise Man tells him the legend of Athellion and the Golden Voice; Vetch and Athellion were enemies for many years, and Vetch was determined to conquer Athellion's city, Aurias. However, he was unable to even approach the city, as its light would blind him. When Athellion left for the war, he left behind the Golden Bell, but Vetch bribed a council member named Dasis to infect the people of Aurias with a virus for which he controlled the only antidote. Making the people of Aurias his slaves, he sealed off the Mount of Sighs, on which resides the Golden Voice. Over time, even the location of the Mount of Sighs has been forgotten. However, the Wise Man tells Haven when Vetch first came to Aurias, the people hid many artifacts inside a volcano named Mount Firash, and speculates there may be something there which can point the way to the Mount.

Haven heads to Firash and locates a map identifying the location of the Mount on the planet Auria. However, as he escapes Firash, he is captured and placed in the Sylex, a space station prison. He flees in an escape pod and lands on Exarco, a planet populated by lizard-like humanoids. He soon meets brothers Chill (Dale Stump) and Will (Aubrey Hodges). They tell him they will give him a ship if he helps them protect their eggs from giant insectoid-like creatures. Haven does so, however, the insect queen attacks the local village. Haven defeats her, and Chill and Will present him with the ship Sunsurfer. He then heads to Auria.

He makes it to the Golden Voice, reading a warning stating that once the bell is rung, the person who rings it must wait there for Athellion's return. He rings it, but immediately Chess contacts him, telling him she is stranded without any antidote. He reluctantly leaves, returning to Ferra and rescuing Chess. She tells him she was using a device she found in Overlord's castle to try to find the antidote refinery so as to free the slaves. Haven attaches the device to the Sunsurfer navigation computer and they head to the refinery on the planet Ferven.

They pump the antidote into a waiting transport ship, and the duo escape. However, Chess reveals she has been working with Vetch all along, who appears on the bridge and congratulates her on her deception. Vetch tells Haven that Chess is one of his spies, deployed throughout his slave colonies to keep watch for anyone speaking of the Golden Voice. Vetch explains he had Chess call Haven away from the Mount of Sighs immediately after ringing the bell because the legend says that if the person who rings the bell does not remain on the Mount until Athellion's return, Athellion must return to wherever that person is - thus Vetch plans to wait until Athellion appears to Haven, and then kill him. With no more use for Chess, Vetch decides she can die with Haven. At this moment, Athellion arrives, telling Vetch he will surrender if Haven and Chess are spared. Vetch agrees, imprisoning them, and bringing Athellion back to the Mount of Sighs.

Haven escapes, but is unable to free Chess, and so sets out in pursuit of Vetch alone, promising to return for Chess. He returns to the Mount of Sighs, where he hears Vetch tell Athellion that he will kill Haven and Chess once Athellion is dead. He then kills Athellion. Haven confronts him, but Vetch defeats him. However, the power of the Mount of Sighs keeps Haven alive. As such, Vetch ties Haven to a rock, pointing out ""you can't live forever"" and leaves him alone on the planet. The game ends on this cliffhanger.",2002-11-18 00:00:00.000,3,NULL,70.0000,1,NULL,NULL
151156,4090,Robotech: Battlecry,NULL,2002-09-23 00:00:00.000,NULL,NULL,80.0000,1,31.0601,5
151164,22226,Contra: Shattered Soldier,NULL,2002-11-22 00:00:00.000,2,NULL,40.0000,2,80.0148,7
151201,970,Resident Evil Zero,"On July 23, 1998, special police STARS Bravo team is sent in to investigate a series of grisly murders in the Arklay Mountains region outside of Raccoon City. On the way to the scene, Bravo's helicopter malfunctions and is forced to crash land in the forest. The team soon discover an overturned military police transport truck, along with the mutilated corpses of two officers. The team split up and Bravo team's field medic, Rebecca Chambers, finds a train stopped in the middle of the forest. Rebecca soon discovers that the train, the Ecliptic Express, is infested with zombies.",2002-11-10 00:00:00.000,18,NULL,70.0000,5,76.2755,65
151211,3876,Die Hard: Vendetta,NULL,2002-11-15 00:00:00.000,NULL,NULL,48.5000,2,40.0000,2
